"state","abbreviation","region","zip","latitude","longitude"
"Connecticut","CT","Northeast","06510",41.306517,-72.926008
"Connecticut","CT","Northeast","06511",41.31703,-72.927316
"Connecticut","CT","Northeast","06512",41.278274,-72.875249
"Connecticut","CT","Northeast","06513",41.316688,-72.870791
"Connecticut","CT","Northeast","06514",41.376089,-72.943351
"Connecticut","CT","Northeast","06515",41.328039,-72.97084
"Connecticut","CT","Northeast","06516",41.272573,-72.964967
"Connecticut","CT","Northeast","06517",41.34944,-72.907149
"Connecticut","CT","Northeast","06518",41.430832,-72.912021
"Connecticut","CT","Northeast","06519",41.293934,-72.932028
"Connecticut","CT","Northeast","06524",41.422964,-72.994187
"Connecticut","CT","Northeast","06525",41.363538,-73.003892
"Connecticut","CT","Northeast","06604",41.18292,-73.208027
"Connecticut","CT","Northeast","06605",41.161599,-73.217622
"Connecticut","CT","Northeast","06606",41.21211,-73.206673
"Connecticut","CT","Northeast","06607",41.170744,-73.168038
"Connecticut","CT","Northeast","06608",41.186475,-73.181251
"Connecticut","CT","Northeast","06610",41.209283,-73.164603
"Connecticut","CT","Northeast","06611",41.267861,-73.213691
"Connecticut","CT","Northeast","06612",41.264945,-73.300479
"Connecticut","CT","Northeast","06614",41.232466,-73.129873
"Connecticut","CT","Northeast","06615",41.171614,-73.13216
"Connecticut","CT","Northeast","06702",41.556461,-73.045886
"Connecticut","CT","Northeast","06704",41.588692,-73.03539
"Connecticut","CT","Northeast","06705",41.547103,-72.992727
"Connecticut","CT","Northeast","06706",41.532212,-73.025096
"Connecticut","CT","Northeast","06708",41.550872,-73.068653
"Connecticut","CT","Northeast","06710",41.569145,-73.045817
"Connecticut","CT","Northeast","06712",41.499247,-72.975634
"Connecticut","CT","Northeast","06716",41.595705,-72.969384
"Connecticut","CT","Northeast","06750",41.723731,-73.268144
"Connecticut","CT","Northeast","06751",41.635759,-73.211422
"Connecticut","CT","Northeast","06752",41.520294,-73.361093
"Connecticut","CT","Northeast","06754",41.775423,-73.362996
"Connecticut","CT","Northeast","06755",41.650558,-73.479353
"Connecticut","CT","Northeast","06756",41.849537,-73.234002
"Connecticut","CT","Northeast","06757",41.743606,-73.459799
"Connecticut","CT","Northeast","06758",41.673737,-73.245753
"Connecticut","CT","Northeast","06759",41.75364,-73.212028
"Connecticut","CT","Northeast","06762",41.530545,-73.121576
"Connecticut","CT","Northeast","06763",41.694323,-73.209998
"Connecticut","CT","Northeast","06770",41.488428,-73.053383
"Connecticut","CT","Northeast","06776",41.60132,-73.422832
"Connecticut","CT","Northeast","06777",41.691307,-73.334403
"Connecticut","CT","Northeast","06778",41.71349,-73.111909
"Connecticut","CT","Northeast","06779",41.596057,-73.081442
"Connecticut","CT","Northeast","06782",41.651536,-73.042744
"Connecticut","CT","Northeast","06783",41.555501,-73.296015
"Connecticut","CT","Northeast","06784",41.576035,-73.491717
"Connecticut","CT","Northeast","06785",41.695048,-73.464788
"Connecticut","CT","Northeast","06786",41.672734,-73.018048
"Connecticut","CT","Northeast","06787",41.67108,-73.085047
"Connecticut","CT","Northeast","06790",41.834052,-73.131413
"Connecticut","CT","Northeast","06791",41.761345,-73.060443
"Connecticut","CT","Northeast","06793",41.633712,-73.288916
"Connecticut","CT","Northeast","06794",41.649454,-73.323557
"Connecticut","CT","Northeast","06795",41.623892,-73.126195
"Connecticut","CT","Northeast","06796",41.866034,-73.342084
"Connecticut","CT","Northeast","06798",41.561632,-73.206096
"Connecticut","CT","Northeast","06801",41.369778,-73.389503
"Connecticut","CT","Northeast","06804",41.469885,-73.393667
"Connecticut","CT","Northeast","06807",41.056732,-73.592029
"Connecticut","CT","Northeast","06810",41.374284,-73.457611
"Connecticut","CT","Northeast","06811",41.422586,-73.478364
"Connecticut","CT","Northeast","06812",41.480318,-73.486863
"Connecticut","CT","Northeast","06820",41.076202,-73.48008
"Connecticut","CT","Northeast","06824",41.173039,-73.280818
"Connecticut","CT","Northeast","06825",41.196583,-73.243254
"Connecticut","CT","Northeast","06830",41.037605,-73.624339
"Connecticut","CT","Northeast","06831",41.088724,-73.658838
"Connecticut","CT","Northeast","06840",41.160393,-73.500124
"Connecticut","CT","Northeast","06850",41.126683,-73.447459
"Connecticut","CT","Northeast","06851",41.138233,-73.401526
"Connecticut","CT","Northeast","06853",41.066109,-73.437996
"Connecticut","CT","Northeast","06854",41.08391,-73.426615
"Connecticut","CT","Northeast","06855",41.08424,-73.394991
"Connecticut","CT","Northeast","06856",41.111223,-73.42086
"Connecticut","CT","Northeast","06870",41.024446,-73.57115
"Connecticut","CT","Northeast","06877",41.310803,-73.499837
"Connecticut","CT","Northeast","06878",41.030093,-73.583719
"Connecticut","CT","Northeast","06880",41.133275,-73.348699
"Connecticut","CT","Northeast","06883",41.22742,-73.366988
"Connecticut","CT","Northeast","06890",41.148535,-73.287843
"Connecticut","CT","Northeast","06896",41.305415,-73.392584
"Connecticut","CT","Northeast","06897",41.211277,-73.440974
"Connecticut","CT","Northeast","06901",41.053592,-73.538169
"Connecticut","CT","Northeast","06902",41.059347,-73.544384
"Connecticut","CT","Northeast","06903",41.136018,-73.571142
"Connecticut","CT","Northeast","06905",41.088293,-73.542669
"Connecticut","CT","Northeast","06906",41.071023,-73.522621
"Connecticut","CT","Northeast","06907",41.100918,-73.520517
"New Jersey","NJ","Northeast","07001",40.582316,-74.271506
"New Jersey","NJ","Northeast","07002",40.662338,-74.110275
"New Jersey","NJ","Northeast","07003",40.809128,-74.187155
"New Jersey","NJ","Northeast","07004",40.882508,-74.304593
"New Jersey","NJ","Northeast","07005",40.932771,-74.417304
"New Jersey","NJ","Northeast","07006",40.851187,-74.282865
"New Jersey","NJ","Northeast","07008",40.58379,-74.227457
"New Jersey","NJ","Northeast","07009",40.858017,-74.229784
"New Jersey","NJ","Northeast","07010",40.822081,-73.987834
"New Jersey","NJ","Northeast","07011",40.878256,-74.144073
"New Jersey","NJ","Northeast","07012",40.848398,-74.160266
"New Jersey","NJ","Northeast","07013",40.869405,-74.173062
"New Jersey","NJ","Northeast","07014",40.831339,-74.135419
"New Jersey","NJ","Northeast","07016",40.656391,-74.30483
"New Jersey","NJ","Northeast","07017",40.772072,-74.207103
"New Jersey","NJ","Northeast","07018",40.755897,-74.217961
"New Jersey","NJ","Northeast","07020",40.823877,-73.974152
"New Jersey","NJ","Northeast","07021",40.828127,-74.276197
"New Jersey","NJ","Northeast","07022",40.821054,-74.003061
"New Jersey","NJ","Northeast","07023",40.6417,-74.385676
"New Jersey","NJ","Northeast","07024",40.85064,-73.971007
"New Jersey","NJ","Northeast","07026",40.879797,-74.10825
"New Jersey","NJ","Northeast","07027",40.651249,-74.323137
"New Jersey","NJ","Northeast","07028",40.804798,-74.204569
"New Jersey","NJ","Northeast","07029",40.743595,-74.154913
"New Jersey","NJ","Northeast","07030",40.745268,-74.032021
"New Jersey","NJ","Northeast","07031",40.786256,-74.12622
"New Jersey","NJ","Northeast","07032",40.752323,-74.12309
"New Jersey","NJ","Northeast","07033",40.67742,-74.289341
"New Jersey","NJ","Northeast","07034",40.87948,-74.380104
"New Jersey","NJ","Northeast","07035",40.927501,-74.308334
"New Jersey","NJ","Northeast","07036",40.62523,-74.237823
"New Jersey","NJ","Northeast","07039",40.785828,-74.3291
"New Jersey","NJ","Northeast","07040",40.730785,-74.268919
"New Jersey","NJ","Northeast","07041",40.722448,-74.301546
"New Jersey","NJ","Northeast","07042",40.813487,-74.219011
"New Jersey","NJ","Northeast","07043",40.844837,-74.200502
"New Jersey","NJ","Northeast","07044",40.834007,-74.242877
"New Jersey","NJ","Northeast","07045",40.909405,-74.363571
"New Jersey","NJ","Northeast","07046",40.889726,-74.440329
"New Jersey","NJ","Northeast","07047",40.794175,-74.02496
"New Jersey","NJ","Northeast","07050",40.76804,-74.235692
"New Jersey","NJ","Northeast","07052",40.785753,-74.265059
"New Jersey","NJ","Northeast","07054",40.853739,-74.401636
"New Jersey","NJ","Northeast","07055",40.856413,-74.12694
"New Jersey","NJ","Northeast","07057",40.853084,-74.106323
"New Jersey","NJ","Northeast","07058",40.872514,-74.341776
"New Jersey","NJ","Northeast","07059",40.634588,-74.519044
"New Jersey","NJ","Northeast","07060",40.616667,-74.422042
"New Jersey","NJ","Northeast","07062",40.632358,-74.401184
"New Jersey","NJ","Northeast","07063",40.605118,-74.444522
"New Jersey","NJ","Northeast","07064",40.57331,-74.24564
"New Jersey","NJ","Northeast","07065",40.607152,-74.280531
"New Jersey","NJ","Northeast","07066",40.62062,-74.315442
"New Jersey","NJ","Northeast","07067",40.589252,-74.31131
"New Jersey","NJ","Northeast","07068",40.821737,-74.310147
"New Jersey","NJ","Northeast","07069",40.642845,-74.436233
"New Jersey","NJ","Northeast","07070",40.820314,-74.106041
"New Jersey","NJ","Northeast","07071",40.798004,-74.11325
"New Jersey","NJ","Northeast","07072",40.826424,-74.062338
"New Jersey","NJ","Northeast","07073",40.817097,-74.085024
"New Jersey","NJ","Northeast","07074",40.838127,-74.055268
"New Jersey","NJ","Northeast","07075",40.850183,-74.087068
"New Jersey","NJ","Northeast","07076",40.633026,-74.372905
"New Jersey","NJ","Northeast","07077",40.554147,-74.25306
"New Jersey","NJ","Northeast","07078",40.742346,-74.334237
"New Jersey","NJ","Northeast","07079",40.748811,-74.261512
"New Jersey","NJ","Northeast","07080",40.574413,-74.4148
"New Jersey","NJ","Northeast","07081",40.697892,-74.334537
"New Jersey","NJ","Northeast","07082",40.926913,-74.342511
"New Jersey","NJ","Northeast","07083",40.695266,-74.269078
"New Jersey","NJ","Northeast","07086",40.767855,-74.020637
"New Jersey","NJ","Northeast","07087",40.767383,-74.032328
"New Jersey","NJ","Northeast","07088",40.717934,-74.286158
"New Jersey","NJ","Northeast","07090",40.651644,-74.343447
"New Jersey","NJ","Northeast","07092",40.680722,-74.360292
"New Jersey","NJ","Northeast","07093",40.788079,-74.011357
"New Jersey","NJ","Northeast","07094",40.781958,-74.067649
"New Jersey","NJ","Northeast","07095",40.552844,-74.286949
"New Jersey","NJ","Northeast","07102",40.735659,-74.173605
"New Jersey","NJ","Northeast","07103",40.738725,-74.195568
"New Jersey","NJ","Northeast","07104",40.76791,-74.16838
"New Jersey","NJ","Northeast","07105",40.723066,-74.138636
"New Jersey","NJ","Northeast","07106",40.741817,-74.230334
"New Jersey","NJ","Northeast","07107",40.762918,-74.186559
"New Jersey","NJ","Northeast","07108",40.72311,-74.200204
"New Jersey","NJ","Northeast","07109",40.794927,-74.162353
"New Jersey","NJ","Northeast","07110",40.820616,-74.15625
"New Jersey","NJ","Northeast","07111",40.72386,-74.232517
"New Jersey","NJ","Northeast","07112",40.709361,-74.209662
"New Jersey","NJ","Northeast","07114",40.697483,-74.169902
"New Jersey","NJ","Northeast","07201",40.688972,-74.165414
"New Jersey","NJ","Northeast","07202",40.652415,-74.216848
"New Jersey","NJ","Northeast","07203",40.652211,-74.260158
"New Jersey","NJ","Northeast","07204",40.665266,-74.266708
"New Jersey","NJ","Northeast","07205",40.695889,-74.2288
"New Jersey","NJ","Northeast","07206",40.651654,-74.183811
"New Jersey","NJ","Northeast","07208",40.67383,-74.226408
"New Jersey","NJ","Northeast","07302",40.719389,-74.046469
"New Jersey","NJ","Northeast","07304",40.716495,-74.072593
"New Jersey","NJ","Northeast","07305",40.697302,-74.082273
"New Jersey","NJ","Northeast","07306",40.734924,-74.071875
"New Jersey","NJ","Northeast","07307",40.750877,-74.056865
"New Jersey","NJ","Northeast","07310",40.730133,-74.036816
"New Jersey","NJ","Northeast","07311",40.720216,-74.032724
"New Jersey","NJ","Northeast","07401",41.032669,-74.133826
"New Jersey","NJ","Northeast","07403",41.02092,-74.332852
"New Jersey","NJ","Northeast","07405",40.987841,-74.378188
"New Jersey","NJ","Northeast","07407",40.904526,-74.119514
"New Jersey","NJ","Northeast","07410",40.935833,-74.117504
"New Jersey","NJ","Northeast","07416",41.112558,-74.599735
"New Jersey","NJ","Northeast","07417",41.007529,-74.205652
"New Jersey","NJ","Northeast","07418",41.242209,-74.4861
"New Jersey","NJ","Northeast","07419",41.152758,-74.572348
"New Jersey","NJ","Northeast","07420",41.03227,-74.303164
"New Jersey","NJ","Northeast","07421",41.174004,-74.352494
"New Jersey","NJ","Northeast","07422",41.182049,-74.444452
"New Jersey","NJ","Northeast","07423",40.999485,-74.096574
"New Jersey","NJ","Northeast","07424",40.882802,-74.205713
"New Jersey","NJ","Northeast","07430",41.083159,-74.185895
"New Jersey","NJ","Northeast","07432",40.995809,-74.141262
"New Jersey","NJ","Northeast","07435",41.035529,-74.449126
"New Jersey","NJ","Northeast","07436",41.029405,-74.243145
"New Jersey","NJ","Northeast","07438",41.028134,-74.518867
"New Jersey","NJ","Northeast","07439",41.075676,-74.602012
"New Jersey","NJ","Northeast","07440",40.946468,-74.29304
"New Jersey","NJ","Northeast","07442",41.003095,-74.285455
"New Jersey","NJ","Northeast","07444",40.967407,-74.306967
"New Jersey","NJ","Northeast","07446",41.059136,-74.145931
"New Jersey","NJ","Northeast","07450",40.981591,-74.113506
"New Jersey","NJ","Northeast","07452",40.959471,-74.125202
"New Jersey","NJ","Northeast","07456",41.102332,-74.27317
"New Jersey","NJ","Northeast","07457",40.995995,-74.315124
"New Jersey","NJ","Northeast","07458",41.046652,-74.096511
"New Jersey","NJ","Northeast","07460",41.111812,-74.495093
"New Jersey","NJ","Northeast","07461",41.247022,-74.610522
"New Jersey","NJ","Northeast","07462",41.198457,-74.495576
"New Jersey","NJ","Northeast","07463",41.013615,-74.125919
"New Jersey","NJ","Northeast","07465",41.054855,-74.332764
"New Jersey","NJ","Northeast","07470",40.945855,-74.245077
"New Jersey","NJ","Northeast","07480",41.088259,-74.37639
"New Jersey","NJ","Northeast","07481",40.999093,-74.168849
"New Jersey","NJ","Northeast","07495",41.104464,-74.163337
"New Jersey","NJ","Northeast","07501",40.911998,-74.170965
"New Jersey","NJ","Northeast","07502",40.918573,-74.194089
"New Jersey","NJ","Northeast","07503",40.897548,-74.154121
"New Jersey","NJ","Northeast","07504",40.912548,-74.141615
"New Jersey","NJ","Northeast","07505",40.916327,-74.171643
"New Jersey","NJ","Northeast","07506",40.956957,-74.158561
"New Jersey","NJ","Northeast","07508",40.955074,-74.183638
"New Jersey","NJ","Northeast","07512",40.903415,-74.219779
"New Jersey","NJ","Northeast","07513",40.906182,-74.148686
"New Jersey","NJ","Northeast","07514",40.926992,-74.143838
"New Jersey","NJ","Northeast","07522",40.924959,-74.179096
"New Jersey","NJ","Northeast","07524",40.931711,-74.15687
"New Jersey","NJ","Northeast","07601",40.889398,-74.045698
"New Jersey","NJ","Northeast","07603",40.874287,-74.029735
"New Jersey","NJ","Northeast","07604",40.862751,-74.075182
"New Jersey","NJ","Northeast","07605",40.863391,-73.988471
"New Jersey","NJ","Northeast","07606",40.858477,-74.048473
"New Jersey","NJ","Northeast","07607",40.902885,-74.063457
"New Jersey","NJ","Northeast","07608",40.852997,-74.060355
"New Jersey","NJ","Northeast","07620",40.968725,-73.916999
"New Jersey","NJ","Northeast","07621",40.922334,-73.998001
"New Jersey","NJ","Northeast","07624",40.97289,-73.960315
"New Jersey","NJ","Northeast","07626",40.939786,-73.958581
"New Jersey","NJ","Northeast","07627",40.954576,-73.956563
"New Jersey","NJ","Northeast","07628",40.945239,-73.992428
"New Jersey","NJ","Northeast","07630",40.97499,-74.023248
"New Jersey","NJ","Northeast","07631",40.891197,-73.972515
"New Jersey","NJ","Northeast","07632",40.889743,-73.942029
"New Jersey","NJ","Northeast","07640",40.991681,-73.980202
"New Jersey","NJ","Northeast","07641",40.961713,-73.997437
"New Jersey","NJ","Northeast","07642",41.007127,-74.045119
"New Jersey","NJ","Northeast","07643",40.844332,-74.036164
"New Jersey","NJ","Northeast","07644",40.877915,-74.0825
"New Jersey","NJ","Northeast","07645",41.054594,-74.047298
"New Jersey","NJ","Northeast","07646",40.934161,-74.019453
"New Jersey","NJ","Northeast","07647",41.006364,-73.942772
"New Jersey","NJ","Northeast","07648",40.992252,-73.950917
"New Jersey","NJ","Northeast","07649",40.956651,-74.032858
"New Jersey","NJ","Northeast","07650",40.847017,-73.997061
"New Jersey","NJ","Northeast","07652",40.947312,-74.070219
"New Jersey","NJ","Northeast","07656",41.036183,-74.044293
"New Jersey","NJ","Northeast","07657",40.829316,-74.01736
"New Jersey","NJ","Northeast","07660",40.854705,-74.019926
"New Jersey","NJ","Northeast","07661",40.927354,-74.039611
"New Jersey","NJ","Northeast","07662",40.910694,-74.082895
"New Jersey","NJ","Northeast","07663",40.902926,-74.094669
"New Jersey","NJ","Northeast","07666",40.890317,-74.011478
"New Jersey","NJ","Northeast","07670",40.918309,-73.950523
"New Jersey","NJ","Northeast","07675",41.003506,-74.001778
"New Jersey","NJ","Northeast","07676",40.988306,-74.064693
"New Jersey","NJ","Northeast","07677",41.025977,-74.061061
"New Jersey","NJ","Northeast","07701",40.361667,-74.078076
"New Jersey","NJ","Northeast","07702",40.32645,-74.057373
"New Jersey","NJ","Northeast","07703",40.315784,-74.039773
"New Jersey","NJ","Northeast","07704",40.36194,-74.038775
"New Jersey","NJ","Northeast","07711",40.238531,-74.008008
"New Jersey","NJ","Northeast","07712",40.249708,-74.053712
"New Jersey","NJ","Northeast","07716",40.401088,-74.032978
"New Jersey","NJ","Northeast","07717",40.191418,-74.015105
"New Jersey","NJ","Northeast","07718",40.419871,-74.085174
"New Jersey","NJ","Northeast","07719",40.168908,-74.073226
"New Jersey","NJ","Northeast","07720",40.201604,-74.012056
"New Jersey","NJ","Northeast","07721",40.438095,-74.231391
"New Jersey","NJ","Northeast","07722",40.280968,-74.168903
"New Jersey","NJ","Northeast","07723",40.249701,-73.997458
"New Jersey","NJ","Northeast","07724",40.298625,-74.074178
"New Jersey","NJ","Northeast","07726",40.282353,-74.346564
"New Jersey","NJ","Northeast","07727",40.204403,-74.149231
"New Jersey","NJ","Northeast","07728",40.225793,-74.285785
"New Jersey","NJ","Northeast","07730",40.425495,-74.176063
"New Jersey","NJ","Northeast","07731",40.149537,-74.203987
"New Jersey","NJ","Northeast","07732",40.430468,-73.990424
"New Jersey","NJ","Northeast","07733",40.374964,-74.173849
"New Jersey","NJ","Northeast","07734",40.444151,-74.13681
"New Jersey","NJ","Northeast","07735",40.450109,-74.172274
"New Jersey","NJ","Northeast","07737",40.412472,-74.065304
"New Jersey","NJ","Northeast","07738",40.337907,-74.127066
"New Jersey","NJ","Northeast","07739",40.336952,-74.034535
"New Jersey","NJ","Northeast","07740",40.295372,-73.989899
"New Jersey","NJ","Northeast","07746",40.32349,-74.254572
"New Jersey","NJ","Northeast","07747",40.415326,-74.253906
"New Jersey","NJ","Northeast","07748",40.3963,-74.115274
"New Jersey","NJ","Northeast","07750",40.335895,-73.985608
"New Jersey","NJ","Northeast","07751",40.35965,-74.261462
"New Jersey","NJ","Northeast","07753",40.214893,-74.078907
"New Jersey","NJ","Northeast","07755",40.263635,-74.022877
"New Jersey","NJ","Northeast","07756",40.21182,-74.006944
"New Jersey","NJ","Northeast","07757",40.316313,-74.015897
"New Jersey","NJ","Northeast","07758",40.434236,-74.100665
"New Jersey","NJ","Northeast","07760",40.369551,-74.002368
"New Jersey","NJ","Northeast","07762",40.153409,-74.033732
"New Jersey","NJ","Northeast","07764",40.287904,-74.020019
"New Jersey","NJ","Northeast","07801",40.917192,-74.554744
"New Jersey","NJ","Northeast","07803",40.878088,-74.601176
"New Jersey","NJ","Northeast","07820",40.931361,-74.811743
"New Jersey","NJ","Northeast","07821",40.965937,-74.754393
"New Jersey","NJ","Northeast","07822",41.138775,-74.708337
"New Jersey","NJ","Northeast","07823",40.829451,-75.039497
"New Jersey","NJ","Northeast","07825",40.971247,-74.975723
"New Jersey","NJ","Northeast","07826",41.193195,-74.778167
"New Jersey","NJ","Northeast","07827",41.280922,-74.730494
"New Jersey","NJ","Northeast","07828",40.883935,-74.750312
"New Jersey","NJ","Northeast","07830",40.719283,-74.794021
"New Jersey","NJ","Northeast","07832",40.962126,-75.053728
"New Jersey","NJ","Northeast","07833",40.892784,-75.069413
"New Jersey","NJ","Northeast","07834",40.887246,-74.490462
"New Jersey","NJ","Northeast","07836",40.843103,-74.710722
"New Jersey","NJ","Northeast","07838",40.88795,-74.911692
"New Jersey","NJ","Northeast","07840",40.854177,-74.835349
"New Jersey","NJ","Northeast","07842",40.942135,-74.512095
"New Jersey","NJ","Northeast","07843",40.939241,-74.659474
"New Jersey","NJ","Northeast","07846",40.96594,-74.877068
"New Jersey","NJ","Northeast","07847",40.889346,-74.623879
"New Jersey","NJ","Northeast","07848",41.103892,-74.687004
"New Jersey","NJ","Northeast","07849",40.970323,-74.607244
"New Jersey","NJ","Northeast","07850",40.906858,-74.662035
"New Jersey","NJ","Northeast","07851",41.231436,-74.846827
"New Jersey","NJ","Northeast","07852",40.883268,-74.668029
"New Jersey","NJ","Northeast","07853",40.780755,-74.789238
"New Jersey","NJ","Northeast","07856",40.91608,-74.626689
"New Jersey","NJ","Northeast","07857",40.896755,-74.700322
"New Jersey","NJ","Northeast","07860",41.056547,-74.819113
"New Jersey","NJ","Northeast","07863",40.807625,-74.9576
"New Jersey","NJ","Northeast","07865",40.793806,-74.898347
"New Jersey","NJ","Northeast","07866",40.954863,-74.489076
"New Jersey","NJ","Northeast","07869",40.841691,-74.57833
"New Jersey","NJ","Northeast","07870",40.80398,-74.819651
"New Jersey","NJ","Northeast","07871",41.052283,-74.627906
"New Jersey","NJ","Northeast","07874",40.923063,-74.73579
"New Jersey","NJ","Northeast","07876",40.85447,-74.657357
"New Jersey","NJ","Northeast","07878",40.872446,-74.473754
"New Jersey","NJ","Northeast","07880",40.871452,-74.888891
"New Jersey","NJ","Northeast","07881",41.120656,-74.890403
"New Jersey","NJ","Northeast","07882",40.75264,-75.013787
"New Jersey","NJ","Northeast","07885",40.910506,-74.599911
"New Jersey","NJ","Northeast","07901",40.714923,-74.366372
"New Jersey","NJ","Northeast","07920",40.678994,-74.564115
"New Jersey","NJ","Northeast","07921",40.656019,-74.678657
"New Jersey","NJ","Northeast","07922",40.676393,-74.425027
"New Jersey","NJ","Northeast","07924",40.730394,-74.59258
"New Jersey","NJ","Northeast","07926",40.801262,-74.570122
"New Jersey","NJ","Northeast","07927",40.821862,-74.45429
"New Jersey","NJ","Northeast","07928",40.725986,-74.412612
"New Jersey","NJ","Northeast","07930",40.781196,-74.683945
"New Jersey","NJ","Northeast","07931",40.681427,-74.616525
"New Jersey","NJ","Northeast","07932",40.777242,-74.392943
"New Jersey","NJ","Northeast","07933",40.704225,-74.459488
"New Jersey","NJ","Northeast","07934",40.722624,-74.675589
"New Jersey","NJ","Northeast","07935",40.736004,-74.445887
"New Jersey","NJ","Northeast","07936",40.818553,-74.363742
"New Jersey","NJ","Northeast","07939",40.667382,-74.553908
"New Jersey","NJ","Northeast","07940",40.760175,-74.419181
"New Jersey","NJ","Northeast","07945",40.781948,-74.599501
"New Jersey","NJ","Northeast","07946",40.677709,-74.508538
"New Jersey","NJ","Northeast","07950",40.846026,-74.482314
"New Jersey","NJ","Northeast","07960",40.784201,-74.500025
"New Jersey","NJ","Northeast","07961",40.78062,-74.432741
"New Jersey","NJ","Northeast","07970",40.808084,-74.572929
"New Jersey","NJ","Northeast","07974",40.696919,-74.403853
"New Jersey","NJ","Northeast","07976",40.72806,-74.479344
"New Jersey","NJ","Northeast","07977",40.705188,-74.670075
"New Jersey","NJ","Northeast","07979",40.700638,-74.730119
"New Jersey","NJ","Northeast","07980",40.680423,-74.488915
"New Jersey","NJ","Northeast","07981",40.820383,-74.422418
"New Jersey","NJ","Northeast","08001",39.54788,-75.346384
"New Jersey","NJ","Northeast","08002",39.931978,-75.027557
"New Jersey","NJ","Northeast","08003",39.882703,-74.972036
"New Jersey","NJ","Northeast","08004",39.764747,-74.870626
"New Jersey","NJ","Northeast","08005",39.767727,-74.312588
"New Jersey","NJ","Northeast","08006",39.75276,-74.106156
"New Jersey","NJ","Northeast","08007",39.865825,-75.053823
"New Jersey","NJ","Northeast","08008",39.542599,-74.298174
"New Jersey","NJ","Northeast","08009",39.760656,-74.93286
"New Jersey","NJ","Northeast","08010",40.055173,-74.916925
"New Jersey","NJ","Northeast","08011",39.972764,-74.713117
"New Jersey","NJ","Northeast","08012",39.783815,-75.056068
"New Jersey","NJ","Northeast","08014",39.815906,-75.348335
"New Jersey","NJ","Northeast","08015",39.931531,-74.543763
"New Jersey","NJ","Northeast","08016",40.069522,-74.824196
"New Jersey","NJ","Northeast","08019",39.777292,-74.534219
"New Jersey","NJ","Northeast","08020",39.791562,-75.22414
"New Jersey","NJ","Northeast","08021",39.806194,-75.000151
"New Jersey","NJ","Northeast","08022",40.06759,-74.705741
"New Jersey","NJ","Northeast","08023",39.686699,-75.496274
"New Jersey","NJ","Northeast","08026",39.832872,-74.967175
"New Jersey","NJ","Northeast","08027",39.834582,-75.288914
"New Jersey","NJ","Northeast","08028",39.695863,-75.121415
"New Jersey","NJ","Northeast","08029",39.840937,-75.067211
"New Jersey","NJ","Northeast","08030",39.888896,-75.118078
"New Jersey","NJ","Northeast","08031",39.866356,-75.09467
"New Jersey","NJ","Northeast","08033",39.892421,-75.036651
"New Jersey","NJ","Northeast","08034",39.9061,-75.000375
"New Jersey","NJ","Northeast","08035",39.879127,-75.065918
"New Jersey","NJ","Northeast","08036",39.970569,-74.832209
"New Jersey","NJ","Northeast","08037",39.639959,-74.75932
"New Jersey","NJ","Northeast","08038",39.470004,-75.490291
"New Jersey","NJ","Northeast","08039",39.685628,-75.27737
"New Jersey","NJ","Northeast","08041",40.039074,-74.678698
"New Jersey","NJ","Northeast","08042",40.015389,-74.662287
"New Jersey","NJ","Northeast","08043",39.848539,-74.953498
"New Jersey","NJ","Northeast","08045",39.867114,-75.029746
"New Jersey","NJ","Northeast","08046",40.02795,-74.886984
"New Jersey","NJ","Northeast","08048",39.958855,-74.802478
"New Jersey","NJ","Northeast","08049",39.85439,-75.038544
"New Jersey","NJ","Northeast","08050",39.71275,-74.231
"New Jersey","NJ","Northeast","08051",39.783875,-75.175825
"New Jersey","NJ","Northeast","08052",39.952381,-74.994896
"New Jersey","NJ","Northeast","08053",39.856677,-74.90081
"New Jersey","NJ","Northeast","08054",39.948992,-74.900247
"New Jersey","NJ","Northeast","08055",39.862695,-74.822311
"New Jersey","NJ","Northeast","08056",39.783669,-75.255275
"New Jersey","NJ","Northeast","08057",39.979658,-74.941308
"New Jersey","NJ","Northeast","08059",39.884825,-75.092667
"New Jersey","NJ","Northeast","08060",40.007737,-74.790088
"New Jersey","NJ","Northeast","08061",39.798865,-75.205359
"New Jersey","NJ","Northeast","08062",39.716067,-75.219239
"New Jersey","NJ","Northeast","08063",39.867297,-75.185621
"New Jersey","NJ","Northeast","08064",39.962782,-74.640754
"New Jersey","NJ","Northeast","08065",40.002615,-75.035273
"New Jersey","NJ","Northeast","08066",39.834292,-75.228355
"New Jersey","NJ","Northeast","08067",39.739194,-75.411406
"New Jersey","NJ","Northeast","08068",39.961401,-74.665919
"New Jersey","NJ","Northeast","08069",39.699258,-75.44518
"New Jersey","NJ","Northeast","08070",39.619131,-75.516096
"New Jersey","NJ","Northeast","08071",39.731894,-75.133534
"New Jersey","NJ","Northeast","08072",39.544308,-75.418704
"New Jersey","NJ","Northeast","08073",40.009542,-74.866779
"New Jersey","NJ","Northeast","08074",39.716166,-75.16344
"New Jersey","NJ","Northeast","08075",40.029586,-74.948936
"New Jersey","NJ","Northeast","08077",40.000162,-74.991632
"New Jersey","NJ","Northeast","08078",39.853411,-75.075502
"New Jersey","NJ","Northeast","08079",39.542408,-75.431684
"New Jersey","NJ","Northeast","08080",39.757432,-75.121872
"New Jersey","NJ","Northeast","08081",39.732942,-74.976657
